,Emiten,Sektor,Peningkatan,PB,ROA,ROE,EPS,PER,DER,DAR,Cash Flow,Percentage Increase (%)
0,AIMS,Energy,2018,-24.16629336154695,-65.91340842495384,-58.68942929909821,-72.6027397260274,164.91935483870964,2515.349388599841,2058.003264605187,-94.43581833761782,-27.41935483870968
1,AIMS,Energy,2021,125.38064380169641,-366.9553341461663,-351.1260423438267,-402.5641025641026,-189.77324782409528,-15.5076622058684,-10.181835152957703,-326.04101418883954,169.7986577181208
2,AKRA,Energy,2018,-38.4713186419646,-33.19209169171398,-28.464210489274947,-19.24778761061947,-16.337827634559375,16.062776926580824,8.39205678653417,-3682.922119716799,-32.44094488188976
3,AKRA,Energy,2019,-9.205491628530353,-6.5910720555671105,0.65591668783253,-1.9178082191780845,-6.1250667395918725,13.694219449615105,5.508503640217796,-92.937125748503,-7.925407925407924
4,AKRA,Energy,2020,-23.50422615042038,48.55146966994653,23.536460781448312,30.44692737430171,-38.284227360203836,-31.666213151927423,-17.829243284275393,-715.4811360746079,-18.461538461538467
5,AKRA,Energy,2021,20.30139852355579,-4.645092093724799,12.309178466887488,20.556745182012833,7.207010958812305,40.54699370523116,19.32992320140127,271.921317978952,25.68807339449542
6,APEX,Energy,2019,-162.62443438914028,-120.71007194244604,-46.24135088102741,-119.45644348452123,-216.23079574105313,-278.3778505228091,-31.28141837994039,58.194248944299204,-77.38562091503267
7,APEX,Energy,2020,-48.07430018834838,231.0638394331716,-1.2836621399406596,124.9768732654949,-47.32920406145421,-79.07900861362519,-29.83751339175342,-166.55650184314223,18.497109826589593
8,APEX,Energy,2021,97.33924611973393,-92.52589880893956,-92.31284661782304,-91.98190789473685,2485.616010006254,4.57637600494742,1.6780045351473944,-125.80213903743315,122.5130890052356
9,ARII,Energy,2018,254.22740524781335,71.29112065543751,451.8090110664224,93.92185238784373,-52.64240024367957,256.5440346924602,10.677473619819551,-120.3125,-8.163265306122454
10,ARII,Energy,2019,-82.86458333333333,-87.93787808688802,-95.60100109975171,-87.91044776119404,547.9423868312757,-67.24055940555431,-10.173115471056306,37.2340425531915,-21.66666666666667
11,ARII,Energy,2020,-10.127659574468083,313.8936042939826,513.986970929561,317.28395061728395,-86.53909102354274,56.47038447547709,5.47795712630878,247.28682170542635,-44.61538461538461
12,ARII,Energy,2021,-53.70370370370371,-96.759642487451,-97.47508689992377,-96.74556213017752,1839.8530762167122,-24.394241069548187,-2.971041286584395,184.61538461538464,-37.185929648241206
13,ADRO,Energy,2018,-41.39233147546625,-16.261492822870366,-17.550498321164,-7.970297029702962,-29.02011140224539,-3.7432556055485975,-2.2383893511035353,-21.276595744680847,-34.677419354838705
14,ADRO,Energy,2019,43.1888167049911,-2.579787479419366,-2.5473642527694693,-3.8730500268961805,33.14012265078611,14.739095560623738,14.700920998463985,-9.388335704125168,27.98353909465021
15,ADRO,Energy,2020,-8.402985627843634,-58.19354078890103,-62.85285184614043,-62.674874090654725,146.37938265593888,-24.48701385105211,-15.01553329831411,27.62951334379909,-4.347826086956516
16,ADRO,Energy,2021,37.053145278980736,416.8857838997883,451.36461913034645,527.2863568215892,-74.91693297142628,15.523621109979729,8.299508863222044,120.91020910209102,54.63917525773195
17,BULL,Energy,2018,-10.006437779657702,49.479134253334905,26.350596493485497,18.352059925093627,-29.888230541341244,-29.23666371942234,-16.28340080971661,-142.4319846703527,-17.02127659574468
18,BULL,Energy,2019,49.38575887752265,-13.534079813441139,-2.296446213643037,-8.544303797468373,51.39739153579987,33.16326530612247,17.847138855542212,-603.3399190892842,38.46153846153845
19,BULL,Energy,2020,124.95548378100995,28.55100191707936,51.77532513378236,50.86505190311419,43.20704496545471,40.29227557411275,18.82506310154494,145.79439252336445,118.75
20,BULL,Energy,2021,128.6801452505782,-944.0021790927133,-2024.2210277529275,-670.6422018348624,-111.91639871382637,221.448732718894,40.99390193140192,-76.64714828897338,-33.888888888888886
21,BUMI,Energy,2018,-79.54345698250012,-43.82820464710125,31.834090716644567,-37.30366492146597,-39.15410190984303,121.59659926274747,-5.582245403890667,-7.909604519774021,-61.851851851851855
22,BUMI,Energy,2019,-20.07782843452084,-96.54833256690185,-97.1686640694247,-97.07724425887265,2092.371705963939,-16.74820102020439,1.4918506074287592,-59.04233128834356,-35.92233009708738
23,BUMI,Energy,2020,255.07365415241748,-5394.337199262039,-1968.8153757477114,-5235.714285714286,-102.12416234669364,-61.616945441885036,8.738849329633311,-76.37842452929105,9.090909090909093
24,BUMI,Energy,2021,-79.62602036532138,-139.03249331496636,-159.88962079401816,-145.06258692628649,-306.50291495198906,35.18100014658435,-11.897063054053618,2652.0608750792644,-9.459459459459453
25,BYAN,Energy,2018,34.61538461538461,21.223141429257126,4.728931937801434,59.70149253731341,17.40654205607477,-15.396399522644757,-2.0718149576680958,31.954887218045116,87.5
26,BYAN,Energy,2019,-9.196740395809073,-58.5951255969497,-49.87568441503743,-55.71495327102804,80.64788435158803,51.9684899352728,25.532611579017157,-101.97592592592592,-20.0
27,BYAN,Energy,2020,-30.962897755895895,17.902271362149904,7.1034550026010095,50.89163237311385,-35.49871355060034,-17.587862115427797,-9.278573280705288,-2990.9235094802107,-2.6729559748427647
28,BYAN,Energy,2021,-20.418389419785868,138.00668442909162,65.12293037043798,263.6363636363636,-52.019386106623585,-65.20947456628573,-49.85325424247221,376.5586034912718,74.47495961227787
29,DOID,Energy,2018,-52.46639298005283,30.06690104315973,10.19913391643641,1695.714285714286,-95.9110102308193,-18.78990636665918,-4.148564177254187,-287.8218721599515,-26.573426573426573
