,Emiten,Sektor,Peningkatan,PB,ROA,ROE,EPS,PER,DER,DAR,Cash Flow,Percentage Increase (%)
0,AMAG,Financials,2018,-13.2729364394593,-77.67141898906695,-76.8173202618728,-77.23577235772358,276.86090225563913,10.20036429872495,6.1403508771929864,-37.543241713315304,-14.21052631578948
1,AMAG,Financials,2019,-14.789995280792837,141.9086725663717,142.70442477876108,160.71428571428572,-65.17354399529373,0.8264462809917319,0.49586776859504766,255.730110775428,-9.202453987730067
2,AMAG,Financials,2020,-25.557432432432435,44.136177441377896,42.415148457003255,46.57534246575341,-47.909825713564025,-2.2388059701492438,-1.0574018126888234,-50.93137809987544,-23.648648648648646
3,AMAG,Financials,2021,59.54324864401943,45.49172383872698,50.57493044589816,39.719626168224295,6.407789978394064,8.064516129032256,4.416403785488953,-20.521548491317148,48.67256637168143
4,APIC,Financials,2018,10.883362251100053,-53.604443192013065,-45.73892635250809,-43.56435643564356,105.33092387621411,53.22158198009427,31.011056971514222,-0.4716239584970907,15.87982832618026
5,APIC,Financials,2019,20.795385549483896,17.265630865442546,38.420506022543634,47.36842105263156,-13.293650793650784,45.888261142498436,23.592085235920862,-601.4531669562471,27.77777777777777
6,APIC,Financials,2020,6.222271517302573,-23.598520246658467,-4.337838440608408,2.3809523809523796,11.122345803842279,50.25292168149309,20.00090073860565,-17.946577629382304,14.598540145985396
7,APIC,Financials,2021,31.3183511597164,-20.234373604387358,-9.604217345051197,-6.976744186046517,52.691082802547754,21.799716580066146,7.476592408099265,189.83281828825886,38.50931677018633
8,ARTO,Financials,2019,186.26342154453567,163.70337087057783,-11.155779723088315,425.0,220.9109730848861,-80.23099422738764,-41.322536854402955,91.1353032659409,1584.7826086956522
9,ARTO,Financials,2020,-33.236286563683336,-5.890379120147614,-13.925727038036143,47.61904761904762,-22.072473182638532,-17.9920806797616,-10.33634173379987,521.3452671548685,15.035872920866936
10,ARTO,Financials,2021,-12.477240312913636,-108.03578426476064,-106.76520546499974,-134.40860215053763,-1403.9410767386003,-36.117832396617466,-24.1200699842923,-239.27277489196385,355.01697947348254
11,ASBI,Financials,2018,-6.238256341327158,-2.481138532786659,-1.2931987665637195,3.6363636363636402,-4.858299595141702,2.176729951544587,0.9470294732056601,105.4892601431981,-1.3986013986014
12,ASBI,Financials,2019,5.424197367937637,-39.683373408159596,-44.56481579241424,-42.606516290726816,90.3001022019883,-14.33414010471202,-6.7906825451490676,-312.7758420441347,9.219858156028366
13,ASBI,Financials,2020,-6.500480525274966,191.81400121861276,174.74017951088865,196.50655021834064,-66.05493181340015,-11.116683635564144,-5.592999771415435,-93.39519650655022,1.973684210526315
14,ASBI,Financials,2021,-16.349992065830932,-35.99117136344742,-38.71314362775766,-30.780559646539032,37.01166781056966,-8.558491872658848,-4.497241815753426,-0.8264462809917319,-5.161290322580641
15,ASDM,Financials,2018,4.98008873584368,-0.2607159980937439,-13.577589705846535,843.8095238095239,-87.83882528967605,-25.46568019128344,-13.980648468521082,-189.13222009307418,14.778325123152712
16,ASDM,Financials,2019,-9.557442774322922,-36.43745032088742,-29.291323597344615,-92.9364278506559,1224.573881054568,24.928289825038604,12.3024928809498,109.42874692874688,-6.437768240343345
17,ASDM,Financials,2020,-22.434675090582317,12.593385839906588,-8.552956248631432,897.1428571428571,-91.81146657553693,-37.081394602126515,-22.532008433945904,-160.22877254729434,-18.721461187214615
18,ASDM,Financials,2021,4.846906444457332,-22.21576637661306,-26.06068673137065,-24.355300859598856,41.85180456247875,-12.598161144671423,-8.053175609883212,-184.90382274166058,7.909604519774007
19,ASJT,Financials,2018,-45.443852539877675,9.405964547351317,6.250571272963981,9.999999999999986,-48.484848484848484,-6.533176570927026,-3.757430685582378,-107.70760815514669,-43.333333333333336
20,ASJT,Financials,2019,-63.28485456369107,-94.70245132823878,-94.88470744229988,-95.29780564263322,644.3333333333334,-8.111421052493768,-4.837462596225279,-1004.516129032258,-65.0
21,ASJT,Financials,2020,67.93888843658496,-785.0153453224626,-736.3685156396087,-760.0,-125.4647313470843,-17.573449367667976,-11.272398527769056,207.63195435092723,65.28925619834712
22,ASJT,Financials,2021,-45.773226815083575,-103.35734354798609,-103.02249035687842,-103.03030303030303,-2393.5,-27.82766874844937,-19.831899506617702,-78.66913980987712,-31.862745098039213
23,ASMI,Financials,2019,85.65858640536646,-86.6748030945997,-86.80954446309252,-87.77777777777777,1401.948051948052,-2.6739294543593104,-1.6797372599611862,-44.80309877340218,83.57142857142858
24,ASMI,Financials,2020,3.058668794380239,-1155.1049646187344,-1225.0442879226007,-990.9090909090909,-108.64766139919003,17.810655874240638,10.486857479562772,1923.3918128654966,-20.16129032258064
25,ASMI,Financials,2021,-74.8397821980608,-120.98522776880407,-121.15595041435898,-121.42857142857143,-222.55892255892257,1.9780780546597896,1.1551432806077457,-101.74566473988439,-74.0
26,BBCA,Financials,2018,2.7938850817079413,0.9806591227316375,-3.953858721101227,1064.9999999999998,-89.80931663629059,-5.92115961843794,-1.0877148760627051,25.896414342629484,18.721461187214615
27,BBCA,Financials,2019,12.035806733750903,-0.8450680080565576,-3.727179197855321,10.491177873152125,16.351092261213125,-3.5601833566864514,-0.6730728266951616,47.64918625678118,28.55769230769232
28,BBCA,Financials,2020,-4.523742103239087,-18.864361405635947,-10.472402276668547,-5.049633146309887,6.657306044740594,12.7607654176592,2.1910220223277292,9.767299448867135,1.1958146487294528
