,Emiten,Sektor,Peningkatan,PB,ROA,ROE,EPS,PER,DER,DAR,Cash Flow,Percentage Increase (%)
0,BALI,Infrastructures,2018,-31.437940270906623,-42.43354536830209,-44.801063992452804,-18.34319526627219,24.86501847115656,-8.302514792899402,-4.369549418604663,67.06247518677591,1.9607843137254832
1,BALI,Infrastructures,2019,-33.53288917560174,-24.23694380301744,-18.701928605027945,-14.492753623188406,-18.285528031290752,15.018148820326687,7.187370170336507,1.9119426201175287,-30.128205128205124
2,BALI,Infrastructures,2020,-35.04057354293121,63.67825115774818,59.842748864673865,81.35593220338981,-59.53013804338506,-4.32212028542304,-2.0262843488649906,-73.93424204523774,-11.111111111111114
3,BALI,Infrastructures,2021,1.4627659574468055,107.74040284360188,107.2176061308864,123.83177570093457,-51.13517745302714,-0.47377035059005834,-0.2226720647773135,-34.16558230318802,15.89403973509934
4,ACST,Infrastructures,2018,-36.346580249019276,-92.95719708918452,-87.79642489559797,-88.15566835871404,433.68466898954705,99.72274090420413,15.26195307216068,-9.352517985611513,-36.78861788617886
5,ACST,Infrastructures,2019,207.59507705954098,-5432.272975794025,-37498.030921117235,-6329.285714285715,-101.00138963089796,711.729559786939,15.737740429029245,-15.873015873015873,-37.62057877813505
6,ACST,Infrastructures,2020,-27.327517842981763,295.4248366013073,-3.969305414566165,-35.98211214310287,-29.14351556917076,-77.71513901151371,-8.23780299521384,-243.39622641509433,-55.778894472361806
7,ACST,Infrastructures,2021,-49.50553797468354,-34.98341275659824,-86.56762973484848,-85.36629052480745,226.14609992210967,-87.3008547008547,-38.53243530662886,-103.35328947368421,-51.61290322580645
8,ADHI,Infrastructures,2018,-21.40473736674045,17.667594012808507,16.805303390796283,24.981132075471706,-32.72194031189534,-0.9214325378734571,-0.19000582106455965,-97.78554572271386,-15.91511936339522
9,ADHI,Infrastructures,2019,-31.93683472614238,-15.093398846027654,-5.120919693796495,3.019323671497574,-28.04020695189736,14.769087878154338,2.706024740403336,1978.0604768882376,-25.867507886435334
10,ADHI,Infrastructures,2020,60.424767943771855,-96.5364203095167,-95.56739005014867,-96.42438452520516,3553.5891175444713,34.44379689662708,5.052510757965095,-106.44038461538462,31.196581196581207
11,ADHI,Infrastructures,2021,-42.62094128750821,119.70973095792027,128.09521327296554,131.14754098360658,-74.77533670617044,4.3489720611491975,0.5127825714347409,165.9400816164029,-44.409937888198755
12,BUKK,Infrastructures,2018,-2.435813034891382,147.51619870410363,145.92955640471837,211.2737920937043,-60.619670439717176,-0.6410256410256352,0.0,-0.7769001683283676,22.58064516129032
13,BUKK,Infrastructures,2019,-40.811044003451244,-18.48034992378554,-29.327271813213244,-12.370649106302906,-15.913778003785623,-24.279835390946502,-12.658227848101262,-526.1907868980817,-26.315789473684205
14,BUKK,Infrastructures,2020,-32.18812877263582,-18.05311567802856,-26.072965519083866,-13.902308105206657,-8.326727823298882,-20.107543401444147,-11.440544787847031,105.44719679108363,-23.793103448275858
15,BUKK,Infrastructures,2021,-5.942321321485039,7.034424995789834,-3.601933739796408,12.406483790523694,-2.181130995851575,-23.45935995468706,-15.01402762638267,-0.3144700955333377,16.26794258373205
16,CASS,Infrastructures,2018,-18.128654970760252,-110.45038299832979,-111.78314327104525,-210.0,-170.70707070707073,18.010219142255963,4.6623943531159995,2.1908152884755054,-22.22222222222223
17,CASS,Infrastructures,2019,14.09200968523001,1108.5308566233928,1237.4345454079844,909.090909090909,-91.22265122265122,15.26801426322126,4.158332456048015,20.713193728445972,-11.42857142857143
18,CASS,Infrastructures,2020,-42.90322580645161,-31.066849683412116,-19.454638079286624,-36.63663663663663,-31.271976761963018,28.35524624575035,9.850291467938519,-32.28286160280388,-51.785714285714285
19,CASS,Infrastructures,2021,32.506582859084375,-135.8637822468893,-134.4020565175036,-138.15165876777252,-554.3271221532091,-13.51859619047859,-9.844045717094758,35.68632567849687,75.93984962406014
20,CENT,Infrastructures,2018,6.7946145632405575,-125.79983409928731,-129.24766241517275,-136.66666666666669,-393.18181818181813,38.56424148606811,22.229749225345927,24.130314743235786,7.5
21,CENT,Infrastructures,2019,-14.270261917638877,-77.30836236933797,-74.75083056478405,-81.81818181818181,366.86046511627916,27.060336512699607,14.190176463976627,-82.8185053380783,-15.116279069767444
22,CENT,Infrastructures,2020,137.0473074150075,-4399.134052039251,-7064.070757053214,-8250.0,-102.38675518951172,130.33322952351293,42.19175320092751,1525.9320629660315,75.30864197530863
23,CENT,Infrastructures,2021,81.77896206065219,-38.84807658659736,-31.337393208440787,-38.65030674846626,166.3098591549296,18.161184440254203,5.236081747709662,-92.39617834394905,58.9041095890411
24,CMNP,Infrastructures,2018,-27.814212349155838,-11.583844396802789,-10.306721287618984,1.9178082191780845,-18.447144253595866,1.9243724375485698,0.47309344209043047,19.012233630192668,-16.883116883116884
25,CMNP,Infrastructures,2019,27.699806415929203,-12.621346378676478,-10.327051370741074,0.7526881720430083,43.83921424759873,3.9552057901754125,1.2954972232210622,-36.42242064122525,44.921875
26,CMNP,Infrastructures,2020,-37.52287166862206,-44.691020290292705,-52.94371884110925,-36.819637139807895,31.399796022437528,-29.315975875405655,-16.919459850494334,-58.61009071144763,-16.98113207547169
27,CMNP,Infrastructures,2021,72.81854797030837,75.77878645218027,53.12953533447586,14.02027027027026,13.900913900913906,-32.41378667387636,-22.417170969567678,702.9946265773109,33.33333333333334
28,DGIK,Infrastructures,2018,1.6469377251672626,-1093.6830399623848,-1218.1285149924506,-1028.5714285714287,-109.28381962864722,21.825379010168206,8.266457152477685,120.09989665862898,-13.793103448275858
